input,normalized,correct_label,time_context,location_context
i wan to sleep,i wan to sleep,nap,morning,home
buy me a mountain dw,buy me a mountain dew,mountain dew,night,community
give me celairs,give me eclairs,eclairs,afternoon,hospital
where i the pencil lead,where i the pencil lead,pencil lead,evening,restaurant
i wan miranda,i want miranda,mirinda,afternoon,hospital
take my drawin book,take my drawing book,drawing book,evening,restaurant
i need medicine,i need medicine,tablet,morning,home
mosquito bites,mosquito bites,mosquito,afternoon,hospital
this is my caregiver,this is my caregiver,caregiver,evening,restaurant
i wnt to wear watch,i want to wear watch,watch,midday,school
i see the cwo,i see the cwo,cow,evening,restaurant
its teh dolphin,its teeth dolphin,dolphin,morning,home
i is 100 rupees,i is 100 rupees,inr 100,night,community
i wan a drink,i wan a drink,juice,midday,school
sit in chair,sit in chair,chair,afternoon,hospital
add osme chilli,add some chilli,chilli,midday,school
i am hungry,i am hungry,breakfast,morning,home
i want to sleep,i want to sleep,sleep,night,community
g to the meet shop,g to the meet shop,meat shop,night,community
i need some chikoo,i need some chikoo,chikoo,evening,restaurant
i want pei,i want pepsi,pie,afternoon,hospital
gv me some chutney,gve me some chutney,chutney,midday,school
gv me flavoured milk,gve me flavoured milk,flavoured milk,night,community
i want food,i want food,lunch,midday,school
i wa pushed,i want pushed,i was pushed,midday,school
i want t watch handball,i want t watch handball,handball,midday,school
tell me a stor,tell me a story,bed time story book,afternoon,hospital
there is a mouse,there is a mouse,mouse,afternoon,hospital
i want a drink,i want a drink,juice,midday,school
giveme an eraser,give an eraser,eraser,afternoon,hospital
lets go to funzone,lets go to fun zone,fun zone,evening,restaurant
i want to sleep,i want to sleep,nap,morning,home
it snowy,it snowy,snowy,midday,school
iwant fish,want fish,fish,night,community
come letsdance,come lets dance,lets dance,night,community
take my dress,take my dress,dress,evening,restaurant
add some butter,add some butter,butter,evening,restaurant
i want to eat,i want to eat,lunch,midday,school
i want ginger ale,i want ginger ale,ginger ale,afternoon,hospital
i want to sleep,i want to sleep,sleep,night,community
i ws pinched,i was pinched,i was pinched,afternoon,hospital
i am hungry,i am hungry,lunch,midday,school
i wantorange juice,i orange juice,orange juice,afternoon,hospital
i want to eat,i want to eat,breakfast,morning,home
i want dalkhichidi,i want dal khichdi,dal khichdi,afternoon,hospital
i feel pain,i feel pain,nurse,midday,school
nospitting please,spitting please,no spitting please,midday,school
i need medicine,i need medicine,tablet,midday,school
my mouth,my mouth,mouth,evening,restaurant
i want jlaebi,i want jalebi,jalebi,night,community
i wantpineapple,i pineapple,pineapple,afternoon,hospital
mk me a protien shake,mk me a protien shake,protien shake,afternoon,hospital
its my body,its my body,body,afternoon,hospital
there is a monkey,there is a monkey,monkey,evening,restaurant
there are some garbage in teh bin,there are some garbage in teeth bin,garbage in the bin,midday,school
i want to eat,i want to eat,lunch,midday,school
i wan to eat,i wan to eat,dinner,night,community
i am thirsty,i am thirsty,water,morning,home
i feel pain,i feel pain,sit,evening,restaurant
i??ts a circle,its a circle,circle,midday,school
be safet,be safety,safety,night,community
this is my father,this is my father,father,midday,school
its a cueb,its a cube,cube,evening,restaurant
happy newyear,happy new year,new year,evening,restaurant
i feel cold,i feel cold,jacket,midday,school
i feel pain,i feel pain,clinic,night,community
ltes go in escalator,lets go in escalator,escalator,afternoon,hospital
i feel pain,i feel pain,nurse,midday,school
i want jackfruit,i want jackfruit,jackfruit,evening,restaurant
i wnt honey,i want honey,honey,evening,restaurant
i like strawberry,i like strawberry,strawberry,morning,home
its teh dolphin,its teeth dolphin,dolphin,night,community
there is a bsn,there is a bison,bison,afternoon,hospital
ther is the mug,there is the mug,mug,midday,school
i want smth,i want smth,smoothie,afternoon,hospital
it is 200 rupees,it is 200 rupees,inr 200,night,community
i want some grapes,i want some grapes,grapes,morning,home
i want to lpay frisbee,i want to play frisbee,frisbee,night,community
i want to sleap,i want to sleap,rest,evening,restaurant
i like t watch rollerskating,i like t watch rollerskating,rollerskating,midday,school
there is the lamp,there is the lamp,lamp,morning,home
lets go to grocery sho,lets go to grocery show,grocery shop,afternoon,hospital
i feel pain,i feel pain,rest,morning,home
i amsorry,i sorry,i am sorry,midday,school
i wan a drink,i wan a drink,juice,midday,school
i want to play ipad games,i want to play ipad games,ipad games,afternoon,hospital
its ver hazards,its very hazards,hazards,night,community
i want to eat,i want to eat,dinner,night,community
lets go to fruit shop,lets go to fruit shop,fruit shop,midday,school
give m coloured paper,give m coloured paper,coloured paper,midday,school
itsspring time,spring time,spring,night,community
i want a drink,i want a drink,coca-cola,evening,restaurant
it inside the fridge,it inside the fridge,fridge,night,community
"""give mewater.""","""give water.""",water,midday,school
gooddrama,gooddrama,drama,night,community
i like abrfi,i like barfi,barfi,afternoon,hospital
i am sick,i am sick,sick,afternoon,hospital
its my habit,its my habit,habits,evening,restaurant
take the bat andball,take the bat handball,bat and ball,afternoon,hospital
give soem ketchup,give some ketchup,ketchup,midday,school
i like chees,i like cheese,cheese,midday,school
i wan apple,i want apple,apple,morning,home
my heart,my heart,heart,night,community
i want to go snowboardin,i want to go snowboarding,snowboarding,morning,home
itsbat,itsbat,bat,afternoon,hospital
tis a square,this a square,square,evening,restaurant
i is black,i is black,black,afternoon,hospital
its ver hazards,its very hazards,hazards,evening,restaurant
i want to eat,i want to eat,snack,afternoon,hospital
i wnt to watch handball,i want to watch handball,handball,evening,restaurant
this is my brother,this is my brother,brother,morning,home
i want jlaebi,i want jalebi,jalebi,afternoon,hospital
make some musi,make some music,make music,afternoon,hospital
lets go to clothes shop,lets go to clothes shop,clothes shop,afternoon,hospital
my eyes,my eyes,eyes,afternoon,hospital
i want hard boiled ggs,i want hard boiled eggs,hard boiled eggs,night,community
its adiamond,its diamond,diamond,night,community
i want ginger ale,i want ginger ale,ginger ale,midday,school
i want to watch foobtall,i want to watch football,football,morning,home
n talking while eating please!,n talking while eating please!,no talking while eating please!,night,community
i want hard boiled ggs,i want hard boiled eggs,hard boiled eggs,evening,restaurant
switch on the air conditioner,switch on the air conditioner,air conditioner,morning,home
there is a mouse,there is a mouse,mouse,night,community
i want paple,i want paper,apple,midday,school
help me wiht my shirt,help me with my shirt,shirt,evening,restaurant
its cloudy,its cloudy,cloudy,morning,home
i want ikwi,i want kiwi,kiwi,evening,restaurant
my eyes,my eyes,eyes,evening,restaurant
no pinching please,no pinching please,no pinching please,midday,school
this is brown,this is brown,brown,afternoon,hospital
i love bowling,i love bowling,bowling,afternoon,hospital
i wanta soft toy,i want soft toy,soft toy,evening,restaurant
help me with my shirt,help me with my shirt,shirt,midday,school
i want a drnk,i want a drnk,juice,midday,school
i want to play with friend,i want to play with friend,play with friend,afternoon,hospital
its very hazards,its very hazards,hazards,night,community
i need medicin,i need medicin,tablet,midday,school
i wantpudding,i pudding,pudding,afternoon,hospital
my ear,my ear,ears,morning,home
i want fruit plttr,i want fruit platter,fruit platter,morning,home
i wan to sleep,i wan to sleep,rest,evening,restaurant
can w go to ice hockey,can w go to ice hockey,ice hockey,morning,home
where is the scl,where is the scale,scale,morning,home
give mesome chutney,give some chutney,chutney,night,community
my mouth,my mouth,mouth,midday,school
i feel cold,i feel cold,blanket,morning,home
add more sause,add more sause,sauce,afternoon,hospital
can you mk me poached eggs,can you mk me poached eggs,poached eggs,night,community
takeall the books,takeall the books,books,afternoon,hospital
its a diamond,its a diamond,diamond,midday,school
its cloudy,its cloudy,cloudy,afternoon,hospital
i am thirsty,i am thirsty,soda,night,community
i??ts a circle,its a circle,circle,morning,home
give osme ketchup,give some ketchup,ketchup,morning,home
its in our living rm,its in our living rm,living room,afternoon,hospital
quie please,quiet please,quiet please!,afternoon,hospital
i want a drink,i want a drink,water,afternoon,hospital
i was scolded,i was scolded,i was scolded,morning,home
where is the muffin,where is the muffin,muffin,afternoon,hospital
i feel cold,i feel cold,sweater,evening,restaurant
i need medicin,i need medicin,tablet,morning,home
switch to nxt channel,switch to next channel,next channel,midday,school
itsa cat,its cat,cat,morning,home
i wan to eat,i wan to eat,snack,afternoon,hospital
com lets dance,come lets dance,lets dance,evening,restaurant
catch-catc,catch-catch,catch-catch,morning,home
happydiwali,happydiwali,diwali,night,community
i want odsa,i want soda,dosa,morning,home
i want to eat,i want to eat,snack,afternoon,hospital
i am hungry,i am hungry,lunch,midday,school
n pinching please,n pinching please,no pinching please,night,community
where is my errings,where is my errings,earrings,afternoon,hospital
i want a drnk,i want a drnk,water,morning,home
i need medicin,i need medicin,syrup,evening,restaurant
no bitingplease,no no biting please,no biting please,morning,home
i am thirsty,i am thirsty,water bottle,midday,school
i was pushe,i was pushed,i was pushed,morning,home
i wantmedu wada,i wantmedu wada,medu wada,afternoon,hospital
tkae me to canteen,take me to canteen,canteen,midday,school
i want ice cream,i want ice cream,icecream,night,community
i wan to sleep,i wan to sleep,nap,morning,home
give me banana,give me banana,banana,evening,restaurant
i feel cold,i feel cold,shawl,afternoon,hospital
i want to request oyu,i want to request oyu,requests,afternoon,hospital
i feel cold,i feel cold,jacket,midday,school
i feel cold,i feel cold,shawl,afternoon,hospital
i want to chang my footwear,i want to change my footwear,change footwear,midday,school
switch to nxt channel,switch to next channel,next channel,night,community
have agood day,have good day,day,afternoon,hospital
i wan food,i wan food,breakfast,morning,home
there is the skunk,there is the skunk,skunk,evening,restaurant
i want to change my ksirts,i want to change my skirts,change skirt,evening,restaurant
its thedolphin,its dolphin,dolphin,morning,home
microwave t,microwave t,microwave,morning,home
it a sparrow,it a sparrow,sparrow,afternoon,hospital
shall we go to a restaurant,shall we go to a restaurant,restaurant,evening,restaurant
lets go to fun zone,lets go to fun zone,fun zone,night,community
